update,agent,pre_tanh_mean,pre_tanh_std,pre_tanh_max,weight_g,weight_v_norm
45,jammer_beamformer,0.8432578427039552,1.063177117123851,3.8485167026519775,0.017458591610193253,0.48368898034095764
46,jammer_beamformer,0.8166095522106626,1.0276263591656694,3.585608720779419,0.01741623878479004,0.48590087890625
47,jammer_beamformer,0.8274800029639154,1.032106818541906,3.575503349304199,0.017329199239611626,0.488815575838089
48,jammer_beamformer,0.8226941095257644,1.0319939009797976,3.8743724822998047,0.01732027344405651,0.49103859066963196
49,jammer_beamformer,0.8276351907625794,1.0372359009232979,3.834883213043213,0.017418082803487778,0.49419867992401123
50,jammer_beamformer,0.8348925755296368,1.0386099012287955,3.487290143966675,0.01750156283378601,0.4962160587310791
51,jammer_beamformer,0.8146714218521957,1.0209797748050824,3.3397862911224365,0.017524059861898422,0.49768078327178955
52,jammer_beamformer,0.8091997060505673,1.0052237860658029,3.542534589767456,0.01751473918557167,0.4997881054878235
53,jammer_beamformer,0.8277841591662727,1.0309133738215301,4.3585028648376465,0.01747730001807213,0.5012423396110535
54,jammer_beamformer,0.8352746849609539,1.045290053457333,3.726609706878662,0.017502784729003906,0.5019833445549011
55,jammer_beamformer,0.8025375196300447,1.0067311267233374,3.912621021270752,0.017551152035593987,0.5028820633888245
56,jammer_beamformer,0.8292632155288011,1.0356978043002503,3.5946269035339355,0.01770768128335476,0.504342794418335
57,jammer_beamformer,0.8086400921791792,1.014391710862499,3.337862730026245,0.017858000472187996,0.5077546834945679
58,jammer_beamformer,0.8417136446882505,1.0540468262099665,4.428809642791748,0.017967883497476578,0.5102318525314331
59,jammer_beamformer,0.795551782883238,0.9972006560444017,3.2587368488311768,0.018032679334282875,0.511471152305603
60,jammer_beamformer,0.815684646880487,1.0230203379768779,3.5625298023223877,0.018067501485347748,0.5128226280212402
61,jammer_beamformer,0.8394228670444572,1.0445845104147193,3.9733264446258545,0.018020842224359512,0.514518678188324
